1173	1437	1591	1803	2703	903													
122	1857	1862	291	3505	3751	3946	903											
1340	1862	3505	3751	3776	3946	903												
1046	4306	903																
1046	2436	2912	903															
1803	1857	2703	3505	3509	903													
275	3260	5704	903															
3564	842	903																
2267	2734	3439	390	524	903													
742	903	9466																
2142	2734	4510	555	564	5704	788	903											
1038	1340	2268	3776	3945	903													
1862	2414	3505	3533	3946	524	890	903	973										
1173	2267	3505	3533	3855	3946	524	890	903	973									
2734	3077	3260	3486	3533	524	564	903											
2267	2268	2734	3260	3533	524	555	564	903										
2414	2560	3533	3855	4088	577	903	973											
1581	3505	3533	3776	4088	4960	5645	577	903	973									
1336	1385	1581	2142	3533	4088	4666	577	903										
1336	1581	1590	1918	3533	3855	4088	4666	577	903									
1336	1581	2142	2267	2268	2734	3533	4088	524	555	564	577	903						
1862	2734	3533	564	5704	577	903												
900	902	903	917															
126	1336	1385	903															
1097	1803	2993	5282	5652														
1710	1806	369	3794	4271	5282													
1444	1806	3813	3824	5282														
1176	1709	1710	3294	5282														
3294	3794	3824	4271	5282														
369	5054	5282	6054	8299														
1444	369	3824	4271	5282	8299													
1444	369	4271	4272	5282	8299													
1132	1811	3824	5282															
163	1803	5277	5282															
3794	5168	5282																
11724	1297	2051	2234	2240	3021	3270	3329	3417										
1022	11724	1297	2240	2270	2570	3021	372	3839	840									
1102	11724	3021	3253	3486														
11724	2051	2234	2240	2270	3270	3329	5645											
11724	2051	2234	2258	611														
1022	1150	11724																
11724	1437	1444	5662	862														
11724	2240	2993	329	5645	862													
11724	1443	1862	2289	521	862													
1102	11724	1443	1875	2289	862													
11724	125	5479	573	703	862													
11724	122	2239	2289	369	862													
11724	13843	3945	3946	524	862													
11724	2352	3786	522	862														
11724	1905	324	3945	524														
11724	122	1862	291	3505	3946	524												
11724	1862	3505	3751	3776	3946													
11724	1278	17636	3776	736														
11724	1278	17636	3776	3945	4629	522	6259											
11724	2253	329	3776	521	703													
11724	3945	4629	4941															
1444	1859	4510	5662	5741														
1444	1803	1857	4510	692														
2503	2770	3010	3301	4510	525	5658												
1437	1803	1868	2520	4510	525													
1173	1608	1803	2560	3749	4510	973												
122	1869	295	3749	4510														
122	14445	1869	3749	4510														
245	2560	3046	3749	4510														
1273	1624	4510	5662															
214	3824	4510	5565															
2673	3533	3838	4510															
2703	2734	3010	4510	4899	526													
1273	3046	4510	4899	5741														
1173	1803	2520	2560	3749	4510	7666												
2703	2734	4510	5662	5704														
1150	383	3949	4510															
1437	1444	1928	2219	2239	3021	3270	372	5092										
1437	1444	1845	2570	3021	3270	3717	5090	519										
1437	1444	2130	295	519														
1437	1444	2130	2235	2245	5090	692												
125	1340	13843	1437	1869	369	524	862											
1437	1591	1803	5090	5652														
125	126	1437	2234	3253														
126	1437	1450	275	3531	3850	519	900											
126	1437	1845	275	3531	3850	519	865											
1039	1437	2602	275	3850	519													
1039	126	1296	1437	2239	275	3253	3492	519										
1437	2602	2625																
1062	1437	2996																
1437	1803	2436	899															
1437	1845	3021	3270	336	760													
1101	1437	1928	3878	4919	760													
1050	1273	1437	3417	525	760													
1437	1845	2626	3021	3270	3415	3417	3717	372	5090	760								
1050	1437	2234	2239	3417	369	760												
1177	1437	1845	2130	3021	3270	3339	3417	4919	5090	760								
1437	1845	2239	2951	3270	3417	372	692	760										
1177	1437	1845	2245	3415	865	866												
1436	1437	4748																
1282	1437	692																
1443	1444	1803	2435	973														
125	13843	1443	2240	3439	3486	973												
1045	1443	2240	2435	3329	521													
1038	1443	2435	3525	675														
1038	1443	2435	3525	3534														
1443	3381	7667																
1025	1443	1591	1803	2703														
1102	1443	291	3492	3946														
1102	1145	13843	1443	1591														
1102	1340	1443	5053															
1443	1591	7372																
3542	5658	5662	901															
17636	5662	747	8299	901														
214	3815	3816	3949	901														
1853	20404	901																
1336	1581	1869	4088	4666	524	577	901											
122	1857	3505	4913	8299	901													
1021	5741	901																
1150	214	3816	788	901														
329	3776	4629	5172															
1859	1860	2240	2437	2570	329	3813	566	890										
2268	2271	2734	329	3792	527													
1026	329	79																
329	3909	4271	4276	4277														
1434	159	2548	329	973														
1146	1174	1860	1908	2234	2240	329	3329	3439	3486	566	890	973						
1174	2240	2435	2548	2993	329	3812	595	7666	973									
1174	2240	2367	2435	2548	329	675	973											
1146	2051	3164	329	3329	3776	3859	566	890	973									
2993	329	3486	3776	3946	566	890	973											
329	3486	3776	521	703	862	973												
1146	2051	329	3486	3748	3776	611	973											
1146	1174	1175	329	4073	973													
13843	2234	2268	2734	329	3439	3486	973											
1860	2234	329	3486	3812	3838													
1925	329	3776	611	862														
1444	1928	2051	329	3439														
1146	2570	329	3329	3492	5366	890												
1860	2051	2240	2570	2737	3164	329	3792	3813	566	890								
1137	1174	2240	329	3486														
2087	2570	2737	329															
2289	2367	329																
1027	1097	4271	4305															
1027	4271	5481																
327	328	4271	4272															
1805	1806	3794	3909	4271	4272	4479												
126	4271	4272	4479	5172														
4271	4272	4479	5172	5283														
1132	4271	4272	4277	4479	5172													
2769	3776	3812	3909	4271	4272													
1147	3561	4271	4272	4942														
2911	4271	4272	4536	4941	4942													
3129	4271	4272	4941	4942	5283													
2673	3909	4271	4272	566	912													
2086	3294	4271	4272	912														
1806	2414	3909	4271	4272	4924	912												
3524	4271	4272																
1444	1871	3439	3840	4271	4272													
1806	369	3840	4271	4272	4305	566												
1444	14445	369	3840	4271	4272													
1444	2235	4271	4272															
3505	3946	4271	4924	8299	890													
1805	2734	3946	4271	890														
1853	20404	4271																
4271	4277	4922																
2352	3824	4271	842															
1132	4271	4276	4277	5652														
3824	4271	4941	5172															
1050	1871	2086	3824	4271														
3824	4271	741																
2911	369	3824	4271	4536	5479													
2086	3439	4272	566	889	890													
369	3949	4005	4272	5184														
1101	369	3794	4272	4924														
1846	4272	9466																
215	3439	3792	3840	4272	566	890												
1145	1147	2144	2414	2503	7607													
1147	1608	1857	2414	2503	912													
1147	2352	3557	3561															
1132	1147	3945	522	775														
1147	3787	3922	522	7607														
1147	4277	522	7607	775														
1147	1722	4276	4277	522														
1146	1147	1608	519	566														
1132	1147	2573	3788	4276														
1147	1857	2144	2414	5791														
1147	2144	4276	7607															
1147	1148	4913																
1132	1147	3748	4276	4277	5791													
1147	1606	3787																
2560	4960	703	973															
159	1966	200	2562	2997	3122	3859	4960	5645	973									
1541	15455	159	197	3122	3164	3484	3859	4960	5645	973								
1022	115	1174	243	2548	2678	307	372	3839	3855	870	890	973						
1146	115	1174	1278	243	2678	275	3021	3486	372	567	973							
115	1173	1174	243	2678	275	3021	567	912	973									
1022	115	2678	3329	3751	3839	567	870	973										
3486	3751	3776	3946	862	973													
1108	1146	115	1860	3486	3751	4668	973											
1022	1146	115	1297	1860	2737	372	3751	3812	3839	890	973							
1022	1146	1860	2737	3164	3329	3751	3812	3839	890	973								
1862	3305	3505	3946	7666	890	973												
215	2993	3484	3486	3946	526	566	890	973										
2993	3206	3486	3776	3946	890	973												
2734	2748	3776	3946	973														
3533	3792	4088	5479	5645	577	973												
1108	1174	14445	3505	3776	973													
1022	1860	2268	3329	3505	3855	870	973											
2562	524	564	611	862	973													
1146	115	1174	2223	243	2570	2674	275	3021	3329	7666	973							
115	1173	1174	1297	1908	2219	3021	3270	3717	372	567	676	973						
125	2367	2674	3792	703	973													
2748	2993	3776	5645	703	973													
1173	2086	2560	307	3748	526	973												
197	2548	3164	3305	3484	3853	973												
2548	3853	3855	5645	973														
1146	1174	1175	1860	2674	3812	7666	973											
1146	1175	1860	3484	3776	566	973												
1108	4922	741	973															
2993	4922	676	7666	973														
3776	4172	4922	973															
973	974	975	976															
1022	1860	2267	3329	3505	3855	890	912	973										
1860	2234	2267	2734	307	3486	676	973											
1173	2051	2234	243	307	3486	3748	676	973										
1146	1860	2051	2570	2993	3164	3206	3305	3776	3839	890	973							
115	1859	1860	2051	2240	2435	2548	2570	2737	2993	372	3812	3839	890	973				
1174	1278	1908	2240	2548	2993	3329	5645	973										
125	13843	2240	2367	2674	675	973												
1146	1862	2240	2993	3305	3484	526	566	890	973									
2234	2240	3408	3439	3486	973													
1860	2051	215	2240	2570	2674	3021	3305	3329	3491	3792	3812	973						
1146	115	1174	1908	215	2223	2240	243	2548	3021	3839	523	567	676	973				
1146	1908	2240	243	3021	3329	3491	4073	4668	973									
1117	1146	115	1174	1908	1922	2240	243	3329	973									
1146	1278	2051	2240	243	2993	3021	3486	611	973									
1146	115	1174	1860	215	2240	243	3021	3329	3839	4668	567	676	7666	973				
1146	115	1174	1608	1860	215	2240	243	3329	3486	3717	4668	567	676	973				
1022	1146	1174	1297	1860	2234	2240	243	3021	3486	3717	372	3812	890	973				
1108	1608	215	2240	243	2703	3010	3486	526	973									
115	1174	1296	1608	1859	2223	2240	243	2548	675	973								
115	1174	1860	1908	1922	2240	243	3010	3021	307	3812	3839	567	973					
115	1174	1434	2240	2367	2548	2674	675	973										
125	13843	2268	3792	973	975													
1022	1173	1174	1297	215	243	2703	3010	3717	567	912	973							
1173	1608	243	2548	3010	307	3486	3749	973										
1022	1860	243	2570	2674	2737	3010	3329	3439	3812	3855	973							
2239	2749	3253	521	862														
17636	2289	2352	5662	747	862													
2239	2289	295	6054	862														
1102	122	1869	291	295	3163	3946	524	862										
1340	13843	1624	2268	522	524	862												
1340	524	6054	6259	862														
17636	2524	565	862															
1875	2524	862																
3860	4629	565	862															
20420	2239	2289	369	862														
1905	3860	487	5741	862														
5662	5741	703	862															
122	1869	4912	862															
1102	1869	369	3946	524	736	862												
2239	2289	3253	521	6054	862													
163	5662	6054	862															
2993	4912	862																
125	2268	3945	4629	522	6259	862												
3743	3922	5652																
3381	5652	694																
161	3251	5652	900															
1538	1803	2503	2741	5652														
1803	2503	2993	3129	5652														
1803	203	2142	2437	2520	555	5652												
125	1803	1859	2993	5652														
1803	3259	5652																
125	13843	2367	3708															
125	13843	163	324	3945	555	564												
1145	125	13843	1808	1869	524													
125	13843	3129	3860															
125	13843	2674	7194															
125	13843	571																
125	13843	15319	2674															
13843	1624	324	5181	522														
1273	13843	1624	3957	5054														
1273	13843	2734	3253	4899	526	987												
1050	1273	13843	3253	5181	526													
1102	1145	13843	1591	5054														
13843	1538	1869	2741															
13843	1538	1803	1859	369														
13843	1937	6259																
1145	13843	3305	3860															
13843	203	2240	2267	243	3305	564												
13843	2749	3945	5181	522														
13843	5185	5661	6934															
1102	14445	1868	1869	3533	3946	736												
14445	1869	2414	3533	3946	5704													
1868	1869	2352	291	3163	3909	3946	524											
1805	1806	1848	2520	3305	3855	3946	4924	524										
1102	369	3946	5054	524	8299													
1340	1805	1806	1868	1905	3533	3855	3946	4088	524									
1868	1869	3163	3533	3946	4088	524	577	736										
1907	3533	3776	3946	4088	524	577	736											
1336	1581	1907	3013	3533	3909	3946	4088	4666	524	577	611							
1805	1806	1862	2267	3305	3533	3946	4088	524	577									
1102	1336	1868	1869	3163	3533	3946	524	577										
1868	1907	3533	3946	5741	577													
1103	2734	3533	3946															
1102	1103	1869	369	3946	736													
1025	1102	1103	1869	369	3946													
122	1806	1868	2414	2769	3163	3946												
1805	1806	1848	2769	291	3492	3794	3909	3946	4924									
122	1869	291	369	3794	3946	4924												
2563	291	3294	3305	3505	3794	3946												
215	2414	2520	3305	3533	3855	3946	890											
1608	1803	1806	203	2520	3308	3946												
1803	1805	1806	1868	1905	203	3946	526											
1875	2414	3533	3909	3946	5704													
1102	1336	1875	3533	3946	4666													
2734	3946	5662	611															
2520	3267	3946	611															
1025	1848	2563	3946															
1599	2144	3162																
1273	1709	1710	2144	8299														
1273	203	2144	2749	526														
1821	2144	3575	3708	487														
2144	2414	2520	526	566														
1001	2144	2749	5791															
1001	2144	3575																
1541	2144	3769	3998	5479														
2144	3046	3749	5479															
1857	2144	2749	521	8299														
1821	2144	4958	5791															
2144	2145	4939																
1538	2144	5107																
1450	2144	7607																
1145	1868	2144	2414	2503	7607													
1803	1857	2144	2749	3911	7607													
158	2522	3838	736															
1869	369	524	736	746	747													
2748	4540	521	5645	736														
109	1614	736																
1772	2305	3573	736															
14445	2703	5645	736															
1482	736	742																
1937	4912	736	742															
662	736	737																
1868	3533	736	775															
1278	3533	3776	3840	524	736													
1102	1868	1869	6507	736														
328	3742	5645	78															
2562	3077	3533	3776	4088	524	5645												
1019	167	5645																
2289	2911	4536	5645															
1541	15455	197	2548	3122	3484	3998	4305	5479	5645									
1278	3533	4305	4924	5645														
1858	2283	5645	9466															
125	2367	2435	3011	675														
125	1859	1860	2240	2737	840													
123	125	126	4625															
1145	125	2410	3787															
125	1599	2408	5181	522														
122	1299	1608	1803	2503	289													
111	112	113	114	115	122													
122	2289	2352	524	746	747													
1040	122	369	5741	746	747													
122	3749	3911	746	747														
1040	122	3163	3749	746	747													
122	1299	1608	1805	1806	1905	3531												
122	2560	4912																
122	1299	1811	1905	3922														
1039	122	4172																
122	1591	1709	4913															
122	2088	2242	3563															
122	2289	291	4924	4962	524													
1173	122	1297	1804	372														
122	2289	2816																
122	1857	1905	196	3308														
2709	3294	3579	5565	8299														
1340	291	295	3579	8299														
2209	3579	5799	8299															
1709	1710	291	3294	4913	8299													
1857	2435	521	6054	8299														
1273	1444	369	6054	8299														
1050	1273	1709	1710	369	6054	8299												
1273	1709	1710	369	4899	6054	8299												
1709	1710	4913	6054	8299														
1444	1857	5662	692	8299														
1924	2414	78																
2414	2503	3010	366	3855	3878	525	890	912										
1928	2414	3516																
1808	1817	2087	2414	2560														
1806	2414	3305	3484	3840	526	566	890											
1591	1857	2414	2503	3010	525	526	890											
2414	3122	3769	522	7607														
2284	2414	3769	526															
2086	2413	2414	2503															
1173	1832	2414	890															
2414	2437	3162	3163															
1173	1608	2414	2520	3748	3749	912												
1869	2414	2520	3163	3855	4924	524	760											
1806	1808	2414	2520	2769	3163	3909	566											
14445	2369	3794	4924															
14445	2369	2703	3010															
1021	14445	5172																
14445	3561	3562	3563	5172														
1305	14445	215																
14445	3511	3562	3563															
1020	14445	5565																
14445	2054	3129																
1382	14445	3129	703															
1382	14445	2703	2741															
14445	3563	3838	4305	5479														
14445	1538	3129	5565															
14445	1538	3046	5565															
14445	17636	3563	4073															
1624	2268	2413	2749	3748														
1624	2436	2437	2749	2770	525													
1624	1625	5586																
1624	1625	1848	1850															
1624	1848	2437	307	3855														
1038	1624	3525																
159	1624	295	3769															
1624	3749	5181	522	7607														
1340	1624	2209	5181															
1624	2268	5107																
1624	3046	5277																
1444	2209	3439	3840	526														
1108	1808	2435	2520	307	5181	526	566											
203	2435	307	3164	3773	5181	526	566	869										
1108	2051	2240	2435	3840	521	526	566	889	890									
115	1299	2435	307	3525	3773	526												
2051	2240	2435	3305	3336	526	889												
2209	2435	3840	521	526														
115	1859	203	2051	2435	2520	2548	3812	526	7666	869	890							
1859	196	203	2435	2520	2548	372	3812	525	526	869	889	890						
1050	1273	2209	5181	526														
3531	526	704	900															
524	525	526	527	528														
1341	1905	3773	3838	3840	526	900												
1805	2522	3838	526	555	564													
1108	1857	197	245	2503	2703	3010	3301	526	912									
1857	245	2503	2548	2560	372	525	526	869										
1803	245	2503	2520	2548	2560	2770	307	3301	525	526	869							
1146	1860	203	2051	3717	3860	526	566	869	889									
1146	3267	3860	526															
2086	2283	2749	526	555	564													
1803	1805	1806	197	2086	526	555	890											
1173	1416	1591	196	3010	307	525	526	890	987									
1050	1805	2086	525	526	987													
2522	292	526	7666															
159	203	2520	2548	3301	526	564	869											
1416	1608	1803	1859	203	2520	2548	3301	525	526	869	890							
1416	2520	3267	526															
1803	2086	243	2503	2703	307	3301	3773	526										
1859	1860	196	203	243	3301	3773	3812	526	869									
115	243	2678	3253	3486	3525	526	7666											
1278	243	2678	3253	3336	526													
1278	243	2520	2678	372	525	526	555											
1173	243	245	2548	307	3717	526	869	889	912									
1296	1803	1805	1806	2086	243	3812	526	595										
1803	2086	243	2503	2520	2548	3305	525	526	890									
203	243	2749	369	3773	526	566	900											
1146	1806	1860	203	2240	243	2437	372	526	566	869	889	890						
1860	1905	1908	215	2240	243	3305	3717	526	566	889	890	912						
115	1808	1860	2240	243	307	3717	3773	526	566	912								
1805	1808	2086	243	2520	2548	3305	3812	525	526	889	890	912						
1108	243	244	526	7666														
1299	1341	1905	243	3773	3840	526	900											
1341	243	2703	3717	3773	526													
1805	1806	1905	203	243	3531	369	3773	3840	526	566	900							
1146	1296	1434	1608	215	243	2615	3812	526	900									
1296	1805	1806	369	3773	4899	526												
115	1278	2520	2548	2770	525	526												
115	1808	1860	1908	307	3717	3812	5090	526										
1102	295	4919	4962	5054	524													
1858	1928	3439	524															
1278	2520	3533	3909	4924	524	555	611											
1905	324	3533	366	3815	3816	524												
1581	1590	2267	2268	3533	366	3855	3909	4088	524									
1590	2520	2734	3533	4088	524	555	564	577										
2562	324	3533	4088	522	524	555	564	577	611									
1336	1806	2142	2267	3533	3855	4088	4666	524	555	564	577							
1336	1581	1868	3013	3533	3909	4088	4666	522	524	577								
1278	3260	3486	3533	524														
1278	1862	3163	3533	3909	524	611												
1173	2520	2749	4919	4962	524	525	760											
1278	1869	2352	2520	3909	524	555												
2142	2267	2268	3492	3909	524	6259												
2142	2267	2268	2734	524	527	555												
2051	2240	3329	3486	3812	521	889	890											
1045	1278	2240	3329	521	566	889												
1862	3307	3776	4960	521														
1145	1278	3776	3840	521														
487	521	522	775															
3253	519	521	523															
1857	3911	521	6054	7607														
3122	520	521	522															
3122	4960	521	522	775														
1045	4960	521	703															
1018	1019	2220	2257	3478	3523	3524	3525	3526	3833	3837	5091	567						
1018	1019	167	3478	3525	5091	567												
115	1174	1771	2678	2912	2970	3525	567	917										
115	1174	1326	2141	2270	2678	3137	3525	523	567	595	917							
115	1174	1848	1922	2219	2270	2284	2678	3021	3525	3877	5092	523	567	917				
115	1174	1326	1848	1922	2219	2270	2284	2678	3525	5092	523	567	917					
115	1174	1296	2223	2284	2615	2678	275	2984	3253	3525	523	567	917					
115	1174	2223	2284	243	2678	3525	523	567	595	675	676	917						
115	1174	1326	2223	2270	2284	2435	2678	3137	3525	523	567	595	917					
115	1174	2084	2223	2284	2435	2678	3021	307	3525	4306	523	567	676	917				
115	1174	1296	1434	1608	2223	243	2615	2678	275	3525	567	917						
1174	2084	2270	2284	2615	2678	3253	3525	4939	567	917								
2084	2678	2984	2998	3021	3525	372	5092	567	917									
115	1299	2223	2435	2678	307	3137	3525	523	567	917								
1463	1848	2084	2244	2678	3525	567	917											
1848	1922	2084	2244	2270	2678	3525	5092	523	567	917								
115	1174	1711	1922	2270	2435	3021	3525	5092	523	567	917							
1296	1299	200	2223	243	3525	523	567	595	917									
1281	1924	3525	406	572														
1018	1019	1823	1924	3494	3522	3523	3525											
1718	1924	2618	309	3524	3525	902												
124	1771	1924	2284	3524	3525	406												
1771	1924	2284	3514	3524	3525	4625												
3525	4625	775																
2086	3525	486	744															
1718	3076	312	3525	3833														
124	1846	3525	406															
124	2508	3523	3525															
1718	1771	2522	3524	3525	4625	486	744	902										
1300	1338	2615	3525															
1922	2244	3494	3525	3877														
1019	2257	2970	3494	3525	3530													
1019	1100	2141	3494	3525														
1018	1019	2220	2516	3246	3494	3514	3522	3523	3524	3525	3526	3833	5091					
1281	2220	3525	3742															
2984	3525	3742	523	917														
1338	2220	3246	3524	3525	595													
17776	2270	3525																
1137	1174	243	2678	3525	3877	917												
1099	1434	2615	3525	7666	917													
2524	4922	5565	703															
2734	5658	5662	6054	703														
1150	1436	703																
3962	703	704																
2130	3484	3531	3840	889	890													
1340	1444	1806	1905	2240	3717	3773	3840	566										
1278	215	243	3717	3840	566	663	900											
215	3305	3439	3792	3824	3840	566	890											
115	1860	2051	2435	2570	3305	3776	3813	3839	3840	566	890							
1806	1860	2240	243	2570	3164	3305	3531	3717	3840	566	889	890						
1860	1905	197	215	2305	3484	3840	566	889	890	891								
115	1860	243	2570	2737	3531	3840	3850	566	889									
1860	2435	3773	3838	3839	3840	3860	566											
158	1860	2570	3531	3840	3850	3860	5090	566										
115	1860	2240	2570	2737	3531	3773	3813	3839	3840	566								
3840	5181	519	522															
1805	1806	1905	324	366	3840	900												
1905	2623	324	366	3815	3840													
1102	1340	2817	3533	3838	3840													
2140	3773	3838	3840	5741														
158	1905	203	3773	3840	3860	5741												
1299	1805	1806	1905	383	3840	5741												
383	3840	4942	5741															
1806	3533	3840	4088	4305	4666	577												
2253	3122	3484	3776	3838	3840													
1108	1590	1918	3776	3792	3840													
1846	3307	3531	383	3840	889													
1805	1806	1811	1905	203	369	3840												
2253	2769	3533	3776	3840	4088													
2140	289	3773	3840															
1806	2240	3745	3813	3840	889	890												
1145	158	2817	3838	3840														
2679	3840	889	890	891														
1444	1905	2240	2305	2737	3164	3812	3813	3840	889									
1296	215	243	2570	2615	3812	3840	900											
1805	1806	1905	3305	3812	3813	3824	3840	889	890									
1860	1905	2240	2305	2737	3164	3305	3484	3812	3813	3840	889	890						
1022	115	1860	203	2051	2240	2435	2737	307	3717	3812	3839	3840	889	890				
1022	1860	2253	2570	3329	3484	3812	3839	3840	889	890								
1299	1808	1869	2130	2503														
1541	1808	2437	2560	3998														
1808	2223	2909	4306															
1808	2087	3010	3855	4668														
115	1808	2084	2223	2435	2912	307	3839											
1712	1808	1908	307	366	3717	5090												
1541	159	1808	200	2562	2997	3859												
1108	1808	2737	4922															
159	1599	1808	3859															
1132	1808	2410	3824															
1804	1805	1806	1807	1808	1809													
1022	115	1808	1860	243	2548	2737	3010	3329	366	3717	3812	3839	3855	889	890			
1299	1805	1808	243	2548	3531	3749												
1108	115	1808	1860	2084	215	2548	3010	366	566	889	890	912						
1108	1808	2084	2548	3010	307	3749	889	912										
1709	1808	215	3010	366	889	890												
115	1808	1860	3011	3531	366	3812	3839	5090										
1108	1857	2084	3751	3812	3839	869	890											
1857	197	2503	3294	3505	912													
1857	196	2548	2770	3301	869	870												
1857	1862	2437	2749	3839	3878													
1857	289	3773	742															
1606	1857	2563																
1108	1416	1857	3010	3505	3839	7666	890											
1803	1857	289	3509	3911														
1097	1803	1857	1868	2503	2560													
1146	115	1174	1296	1848	215	243	2678	3021	3253	3877	523	567	917					
1118	115	2084	2435	2570	3253	3839												
115	1848	2270	2272	2570	2678	3253	3514											
1146	115	1174	1296	1848	2223	2272	2570	2678	275	3253	737							
1146	115	1174	1296	243	2570	2615	2678	275	3253	3877	567	917						
1039	1296	158	1859	2570	275	3253	3531	3850	519	737	840							
1296	243	2437	2570	275	3253	3492	3850	900										
1146	1296	243	2570	275	3021	3253	3492	3741	519									
1146	1591	2437	2570	275	2951	3253	3492	3839	840									
1039	1044	158	1859	2570	275	3253	3514	900										
3250	3251	3252	3253	3254														
2284	3253	3575	3877	3878														
1848	2084	2284	2678	2984	3163	3253												
126	1296	2284	275	2769	3253													
1296	1341	158	3253	3340	900													
115	1174	1296	2223	2240	243	3253	567	675	7666	917								
1133	1296	275	3253	3741														
1133	2519	3253	3336															
1146	2051	3253	3486	3529	7666													
1299	2130	291	366	3922														
3787	3922	4107	4108	4109														
1538	1811	2616	3922	5661														
1905	3005	3815	3922	5184														
1299	1905	366	3815	3922														
3922	522	6259	7607															
3307	3922	5741	775															
2209	3307	3922	5799															
3307	3786	3788	3922															
1811	3307	383	3922															
1803	289	366	3922	4908														
2543	3922	5184																
3137	327	390																
1804	3251	390	3962	704														
390	573	739																
2626	390	760																
1804	3381	3746	390															
199	390	4668																
3516	390	4363																
1868	3417	571	760															
