2655	2656	357															
1823	1824	1826	1829	227	2424	3555	3560	3562	3563	3564	4850	4975					
1824	1826	1829	227	233	2353	2424	3555	3560	3562	3563	3564	3566	4850	4975			
15339	1824	1826	1828	1829	227	233	3555	3560	3562	3563	3564	3566	4850	4975			
12700	1824	1826	1828	1829	227	228	3555	3560	3562	3563	3564	3566	4850	4975			
15017	1824	1826	1828	1829	227	228	3555	3560	3562	3563	3564	3566	4850	4975			
15340	1824	1826	1828	1829	227	228	3555	3560	3562	3563	3564	3566	4850	4975			
1991	227	238	2436	3131	3560	3562	3563	4975									
227	3558	3560	3562	3563	3838	4975											
1829	227	3560	3562	3563	4975	5341	632										
1823	1824	1825	1828	1829	1832	1918	227	3560	3562	3563	4975						
1822	1823	1824	1826	2069	227	3560	3562	3563	4975								
1826	1917	2069	227	3557	3560	3562	3563	4975									
227	3560	3562	3563	4580	4975												
15339	15340	1829	1840	227	2424	3560	3562	3563	3564	3566	4269	4850	4975	747			
15018	15339	1828	1829	1840	227	233	3560	3562	3563	3564	3566	4850	4975	746	747		
1382	1840	227	3560	3562	3563	4975	8333										
1822	1825	1829	1840	227	3560	3562	3563	4975	8333								
1826	1840	1917	1918	227	2383	3560	3562	3563	4975								
1826	1840	1917	1918	227	3560	3562	3563	4037	4975								
1826	1840	1917	1918	227	2879	3560	3562	3563	4975								
1826	1840	1918	227	2350	2354	3557	3560	3562	3563	3564	3565	3566	4975				
1826	1840	1918	227	2350	3560	3562	3563	4975	4980								
1826	1840	1917	1918	227	2350	2424	3560	3562	3563	4850	4975						
15340	1824	1826	1827	1829	1840	1918	227	2353	2354	2424	3560	3562	3563	3564	3566	4850	4975
12700	15339	1824	1826	1827	1829	1840	1918	227	2354	2424	3560	3562	3563	3564	3566	4850	4975
1822	1824	1826	1827	1829	1840	1918	227	2424	3560	3562	3563	3564	4268	4850	4975		
15017	15298	15339	1824	1826	1827	1828	1829	1840	1918	227	3560	3562	3563	3564	3566	4850	4975
15339	1824	1826	1827	1828	1829	1840	1918	227	233	3560	3562	3563	3564	3566	4269	4850	4975
15339	15340	1824	1826	1827	1828	1829	1840	1918	227	3560	3562	3563	3564	3566	4268	4850	4975
1824	1826	1827	1828	1829	1840	1918	227	228	3560	3562	3563	3564	3565	3566	4850	4975	
15018	1822	1824	1826	1827	1828	1829	1840	1918	227	3560	3562	3563	3564	4850	4975		
1828	1829	1840	1918	227	233	2353	2354	3560	3562	3563	3564	3566	4850	4975	746		
1816	227	3560	3562	3563	4975	8333											
15018	227	230	2353	3560	3562	3563	3564	3565	3566	4850	4975	746	747				
15339	227	230	233	3560	3562	3563	3564	3566	4268	4850	4975	746	747				
17758	227	230	233	2350	2353	3560	3562	3563	3564	3566	4850	4975					
15017	15339	227	230	2350	3560	3562	3563	3564	3566	4268	4850	4975					
1829	227	2436	2710	3558	3560	3562	3563	3564									
1821	1822	1823	1824	1825	1826	1827	1829	227	2424	3560	3562	3563					
1821	1822	1824	1826	1827	1829	227	2424	3560	3562	3563	4269	4850					
15298	1821	1822	1824	1826	1827	1829	227	2424	3560	3562	3563	4850					
1821	1824	1826	1827	1829	227	2424	3560	3562	3563	3565	4268	4850					
15018	1821	1824	1826	1827	1829	227	2424	3560	3562	3563	3565	4850					
17758	1821	1822	1824	1826	1827	1828	1829	227	3560	3562	3563	4850					
1821	1822	1824	1826	1827	1828	1829	227	2354	3560	3562	3563	4850					
1821	1824	1826	1827	1828	1829	227	228	3560	3562	3563	3565	4850					
2176	227	230	2436	3560	3562	3563											
227	230	2352	2385	3557	3559	3560	3562	3563									
227	230	2352	2358	2385	3560	3562	3563	747									
227	230	2352	2385	3560	3562	3563	746	747	841								
227	230	2352	236	2385	3560	3562	3563	746	747								
227	230	2352	3557	3560	3562	3563	5031	841									
227	230	2352	3560	3562	3563	746	747	841	842								
227	230	2352	3557	3559	3560	3562	3563	4268									
227	230	2352	3557	3559	3560	3562	3563	4269									
15018	227	230	2352	3559	3560	3562	3563	746	747								
17758	227	230	3557	3559	3560	3562	3563	3564	3565	3566							
15298	227	230	3557	3559	3560	3562	3563	3564	3565	3566							
1822	227	236	3560	3562	3563	3564	4269	4850									
227	230	2352	2354	236	3557	3560	3562	3563									
227	228	230	231	232	233	235	236	3560	3562	3563	4850						
15017	227	230	2352	2353	2354	2356	3560	3562	3563	747							
15298	15340	227	230	2350	2352	2353	2356	3560	3562	3563							
12700	15339	227	230	2350	2352	2356	3560	3562	3563	4269							
1822	227	2356	3560	3562	3563	3564	4269										
1817	227	2383	3560	3562	3563												
1817	227	3560	3562	3563	4037												
1817	227	2879	3560	3562	3563												
1817	227	2350	3557	3560	3562	3563											
17758	227	230	2352	2358	3560	3562	3563	747									
15298	227	230	2352	2358	3560	3562	3563	747									
227	230	2350	2352	2358	3560	3562	3563	842									
227	230	2350	2352	2358	3560	3562	3563	4269									
227	230	2350	2352	2354	2358	3560	3562	3563									
15018	227	230	2350	2352	2358	3560	3562	3563									
227	230	3131	3560	3562	3563	5172											
3431	3560	3562	3563	743													
1991	3560	3562	3563	4037	5091												
1991	2879	3560	3562	3563	5091												
1991	2350	3557	3560	3562	3563	5091											
1822	1991	2436	275	3560	3562	3563	5091										
1829	2424	3138	3555	3560	3562	3563	4975										
1828	1917	232	235	3138	3560	3562	3563	4975									
1826	1840	1918	2434	3560	3562	3563	3564	4975									
15018	1829	1840	2424	3560	3562	3563	746	747	7550								
15298	1828	1829	1840	3560	3562	3563	746	747	7550								
17758	1829	1840	1918	2424	3560	3562	3563	746	7550								
1828	1829	1840	1918	3560	3562	3563	4269	746	7550								
1840	3131	3560	3562	3563	7550												
1826	1840	1917	1918	239	3560	3562	3563	853									
1917	2396	3560	3562	3563	4975	632											
1737	2350	3557	3560	3562	3563												
227	2358	3560	3563	4305	5031												
2367	3431	3560	3563	4982	5341	5342											
1822	1823	1824	1825	1840	1841	2367	3560	3563	4975	5342							
1822	1823	1825	1826	1840	1841	1917	1918	2424	3560	3563	4975						
2385	3560	3563	5341	5342	746	747	7550										
1826	1840	1918	3513	3560	3563	359											
3513	3560	3563	359	5341													
1007	2396	3560	3563	4975	646												
3413	3418	3560	3563	634													
227	2389	3560	3563	4975	4980												
1152	3560	3563	3564	842													
2462	3436	3563	359	3837													
1355	2396	2462	3131	3563	359												
1991	2396	2462	3131	3138	3563	359											
1355	2436	2462	3076	3131	3563	632											
1823	1826	1840	1918	2462	275	3563	4975										
1997	2396	2462	2516	3514	3563	4975											
1991	2436	2462	3138	3563	3837	4975	646										
1991	238	2436	2462	3563	3833	3837											
226	227	228	229	230	231	232	3563										
1826	1828	226	227	228	232	3563	4975										
1829	1840	226	227	228	2424	3563	4975	746	747								
226	230	3563	4975	4980	4983	746	747										
134	2807	3497	3562	3563													
1923	3555	3562	3563	743	853												
1923	2710	3555	3562	3563	853												
1923	2436	3131	3138	3562	3563												
1923	3512	3563	632														
1991	2436	3076	3514	3556	3562	3563	3564										
1991	2434	2436	2516	3130	3563	3833	3837										
1832	3563	3837	5507														
2396	2516	3558	3563	4975													
1991	2020	2436	2516	3563	3833	646											
1007	1921	2396	3563	853													
1826	1840	1918	1921	3563	632	853											
1832	1841	1918	3563	4036													
1918	227	3563	4036	4980													
1832	3563	4038	4975	842													
1825	1840	1841	1917	1918	3563	7436											
227	3563	4305	5507	7436													
1825	1840	1841	3563	5342	6965												
227	230	2352	3563	6965													
1917	3138	3563	6965														
2356	3436	3558	3563														
2352	3436	3563	4975	4980													
2352	3436	3563	4975	8333													
230	2350	2352	3557	3563	4975	4983	842										
1820	1821	1822	1823	1824	1825	1826	3563										
1820	1822	1823	1824	1825	1826	3563	4975										
1922	2435	4981	5092														
1653	2027	2078	2435	3556													
2385	2435	3329	3839														
2435	3329	3839	5031														
2027	2434	2435	3138														
2078	2435	3564	4975														
1008	2435	2520	2535	2800	2807	2905	3413	633	645								
1994	2435	2807	3413	633	645	8299											
1727	2435	2535	2905	3413	3840	5507	633										
1727	2025	2435	2904	4982	633												
1727	1922	2435	2904	4981	633												
1727	2435	2535	2800	2807	2858	2904	3329	3413	3497	3717	3840	633	645				
1727	2025	2367	2435	2807	633												
1727	2435	2533	3137	3839	633												
1008	1727	2435	2905	3413	3838	3839	3840	633									
1832	2435	3021	5341	645													
2367	2435	3132	4982														
1356	1654	5266															
1356	273	630															
1277	1356	1997	2799														
1281	1356	229															
1006	1281	1356															
237	2533	2800	2807	2858	3497	356	3717										
2069	2533	2800	2807	2858	3497	3717	645										
2437	2520	2533	2800	2807	3413	3431	3497	3839									
1990	237	2520	2533	2800	2858	3497											
1727	1990	2533	2800	2858	3497	356	3717	633									
1869	2520	2533	2905	3413													
226	2533	2811	645														
1654	2533	2945															
2520	2533	2905	646														
17678	237	2520	2533	2858	3413	3497											
17678	2533	2858	3413	3497	3717	3840	645										
1821	1822	1823	1825	1826	1841	1917	2416										
1841	2367	2416	3132	5342													
1841	1917	1918	1989	2416													
1833	1841	2416															
1654	1832	2395	2416														
2367	2416	4981	4982	5342													
1822	1823	1824	1825	1826	1834	1841	1918										
1834	1841	2709	4981														
1834	1841	840															
1821	1834	1841	1917	1989													
1654	1832	1834	2395														
1834	2367	3132	4982	5342													
2176	335	5266															
1654	1727	356	3560	3838	5341	5507	633										
1727	2680	356	3838	5341	5507	633											
1007	1727	1821	356	3560	5507	633											
1727	356	3838	3840	4305	5507	633											
1007	1008	1727	2025	3413	633												
1727	1922	1990	2025	2800	2858	3021	3497	633	645								
1278	1727	1922	2025	2800	2807	2858	2904	3021	3329	3497	3839	633					
1008	1278	1727	2535	2800	2807	3413	3497	3717	3840	633	645						
1278	1727	2025	2535	2800	2807	2904	2905	3021	3329	3413	3717	3839	633				
1727	2025	2367	2377	4982													
1727	1994	2535	3129														
10086	1727	3430	3439														
1727	2025	2535	2904	3329	3430	3439	3839	840									
1727	2535	2800	2807	3329	3439	356	3840										
1727	1994	2025	2535	2807	2904	3021	3329	3413	3439	3839	840						
1727	2025	2535	2807	2858	2904	3021	3329	3413	3717	3839	840						
1278	1988	2436	2520	2905	5340												
1868	1988	2520	2801														
1836	1988	275	2905	355													
1988	2437	275	2905	355	3839												
17678	1988	2384	3413	4041													
17678	1988	237	2378	4041													
2025	2800	2807	2858	3021	3329	3497	356	3717	4668								
3021	355	356	3838	633													
2680	356	3838	5031	5341													
17803	237	356	4041														
2384	356	4982															
10086	227	356	3560	3838	5341	5507	633										
1821	1825	1829	1832	227	356	3560	5341	5507									
227	356	3560	5031	746	747	841											
227	3559	356	3560	5031	746	747											
10086	227	232	235	236	356	3560											
227	2356	356	3560	5031	746	747											
356	4036	6259															
1835	2858	356															
1991	3413	3556	3560	3562	633												
1921	1922	2858	633	645													
227	3560	3562	5341	633	645												
227	3329	3560	3562	4975	633												
227	3560	3562	4975	4980	633												
3560	632	633	634														
3436	4975	4982	633														
2025	275	2858	2904	3021	3329	355	3839	633									
1990	3436	4981	633														
1151	3137	633															
1822	232	235	2945														
10086	232	235	2945	5507													
1840	1918	226	2945														
238	2945	3556															
2395	2807	2945	3497	3556													
2945	3839	6259															
2535	2800	2807	2904	2945	3497	3839											
1840	2369	2945	3839														
2710	3555	630															
1277	1665	2799	3556	630													
1281	3558	3561															
1281	1987	1991	3556														
1281	1924	2027	3556														
1277	3414	3418															
1277	2807	2858	3497	3556													
1277	2078	3512	3513														
1277	3496	3497	3562														
1277	232	235	3562	5507													
1277	2436	3076	3556	3562	3564												
1277	2436	3562	5091	646													
17803	4491	6965															
4034	4491	6712	6965														
1869	4041	4491	746	747													
237	4041	4491	746	747													
1006	1154	2434	3496														
1006	2434	3496	634														
1006	1924	1997	2434	2436													
1006	1832	2078															
1994	2879	3021	3717														
1990	3021	3717	3837	5092													
1990	2535	3021	33	3717	5092												
2535	3021	3131	3413	3717													
2462	3717	4580															
2069	2800	2807	2858	3329	3497	3717	4668										
3137	3138	3139	3140	3141													
1832	2389	3137	3432														
17	3137	853															
17678	1821	1823	1841														
17678	1868	2378	4041	6121													
17678	2377	6477	6712														
1922	2800	3329	3497	3511	645												
226	275	2904	355	645													
1008	2905	5340	5341	645													
226	2437	4975	4980														
2436	2437	335															
2437	275	2807	2904	2905	3839	840											
1278	2437	2520	2905	3413	5507												
1278	1994	2437	2800	2807	2904	3413	3497	3839									
3439	3839	6121															
1008	2369	2807	3431	3497	3839												
2369	2807	2858	3329	3497	3839	4668											
2025	2858	3430	3431	3839													
3437	3840	7436															
15428	3840	5316															
1918	3840	6965															
1924	2807	2905	3413	3840													
1278	1999	3413	3840	5507													
1994	1999	2904	3413	3439	3840												
1823	1825	1869	2388	2520													
1824	2388	2436	2520														
17803	2520	7436															
17803	2520	4041	5340	5561													
17803	237	2520	4041	6015													
237	2520	2800	2801														
1008	1278	1868	2520	3413													
237	2520	3437	634														
1868	1869	2352	2520	5507	6965												
1382	1869	2520	5507														
2520	2800	2989	3497														
2462	2799	2800															
1868	1869	5342	7436														
1869	3721	6121															
1278	1868	1869	2352	5507	6121												
1816	1869	1994															
2811	8299	919															
1836	1868	2680	2811														
1836	226	275	2811	355													
1924	2905	634	646														
1990	1991	5887															
1990	1991	3131	3514	5092													
1990	1991	275	3131	3514													
1990	3436	5092	853														
1823	1991	2078	2858	4975													
2078	2858	3413	634														
1226	2078	2858															
1991	275	2858	355	840													
237	238	239															
2176	2388	2989	6259														
1822	1823	1824	1825	1826	2388												
1823	2367	2388	4038														
2388	335	4038	4040	6712													
2388	335	4036	4038														
2384	2388	4038	840														
2352	2377	2384	2388	4036	4038												
2384	2388	2801	4038														
2378	2384	2388	4038	4041	6015												
2352	2358	2388	5031														
2378	2384	2388	4041	6015	6121												
2388	2389	4983															
2377	2388	4034	4041														
1665	1924	2395	2799	2807	3556												
1665	1921	2710	5341														
1665	1919	1920	1923	2436													
1665	229	4850															
1665	1924	2462	273														
1665	1924	2989	3556														
1153	1355	2436	3139														
1226	1832	227	3560	3562	5341												
1226	15298	15340	1827	227	2353	2424	3560	3562	3564	3566	4850						
1226	15017	15018	15339	1827	227	2424	3560	3562	3564	3566	4850						
1226	15339	1827	227	2354	2424	3560	3562	3564	3565	3566	4850						
1226	1827	1828	227	2353	3560	3562	3564	3565	3566	4269	4850						
1226	1827	1828	227	228	3560	3562	3564	3565	3566	4850							
1226	12700	15298	227	230	2353	3560	3562	3564	3566	4850							
1226	17758	227	230	233	2353	3560	3562	3564	3566	4850							
1226	1483	239															
1922	2709	632															
1737	1922	2709															
10086	1832	227	2709	3560													
10086	227	2436	2709	3560													
2709	358	8299															
1278	1279	1280															
1278	2385	4305	5340	5342													
10086	1278	5316	6259														
1924	3512	3516															
1924	2395	3555	3556														
1924	2807	3514	3562	4975													
1924	2807	674															
1924	2027	2436	2462	2516	3514	5091	646										
1823	1924	1997	227	3560	4975												
1924	2027	2436	2462	3131	3138	3514	646										
1919	1920	1921	1922	5092	853												
1919	1920	1921	239	2396	853												
1919	1920	1921	1922	1923	2396	853											
1919	1920	1921	1922	1923	2069												
5031	5340	5342	919														
2367	5340	5342	674														
1825	4041	4981	5340	5342													
17803	4305	5340	5341	5342													
358	359	5340	5341	5342													
15428	2377	2406	5340														
17	335	5340															
1008	1915	2385	5340														
2385	358	5340	8299														
2176	335	3436															
335	4038	6712	8299														
1922	1991	355	5092														
239	355	5092	853														
1991	2436	275	3514	355													
2436	3131	859															
1999	3511	743															
1994	1997	1999	2078														
1999	3138	3413	3414														
1824	1825	1826	227	3562	4981												
227	3131	3132	3562														
840	841	842															
2384	3432	840															
1836	2680	6477															
1828	1840	1841	1918	1989	7550												
1829	1840	1918	1989	2424	7550												
1989	4305	6965															
1989	3439	7436															
17	1917	1989	3437														
10086	1917	1989															
1915	1917	1989															
1821	1841	3560	5341	6477													
1991	2078	3413	3560	4975	6477												
17	1821	6477															
1825	2369	5341															
1832	1987	3021	5341														
2462	3021	3138	3837														
1840	1918	2680															
2176	2680	2989	3436														
1994	2176	2680	2989														
2352	3561	358	6121														
2385	358	4029															
3559	3560	358	359														
2389	3560	358	5031														
1821	1832	3560	358	5341													
1822	3560	358	841														
230	2352	236	3560	358	5031	746	747										
1832	1987	1991	227	2710	3560	3562											
1008	2025	2807	3431	7884													
1008	2385	3498	3838														
1008	3838	674															
1008	1915	3838	5031														
10086	17803	6370	7550														
17803	2377	2378	4041														
3431	5341	5342	7884														
1835	2384	4038	4041														
15457	2384	3129															
2176	2352	2384	5172														
1994	2378	2384	4041														
15428	2377	2406	4038	6712													
2352	6712	7436															
230	2904	6712															
2378	4029	4041	6015	6370													
4041	6370	746	747														
2378	4041	4580															
2378	2472	3838	4041														
12978	2378	4041	6015	6370													
2378	3838	4041	6015														
2801	5561	6121															
12978	2801	6370															
2472	2801	3838															
1868	2801	4040															
2312	3129	4034															
2352	2356	4034															
2367	2377	4034	4982														
5561	6370	919															
3498	4305	5031	7550														
11042	3511	3512	3516														
4305	4972	5507															
1382	2377	3129															
15428	15429	2377	2383	2406	4036	4038	4039										
15428	15429	2377	2406	4036	4037	4038	4039										
3128	3129	7355															
2025	2026	2027															
3430	3431	3432															
3437	3562	3838															
230	2385	4036	6259														
2027	33	4668															
4305	5507	5561															
1152	2027	2434	33														
1817	232	33	3558	5507													
1817	2027	3138	33	3514													
2045	3076	3514	3562														
2045	227	3560	3562	4980													
1832	4038	674															
1151	2350	4975															
1154	2879	3556	3837														
1154	2078	2462	2710	5091													
1153	1154	3496															
1154	2396	2462	3131	3833													
1483	1484	1485															
1483	1921	3556															
1483	1921	239	853														
2020	2434	2799	3496														
2434	3496	3562	3564	4975													
1279	1997	2434	3496														
232	3432	3548															
2078	3431	3548															
1823	3136	3562															
238	3414	3512															
1144	229	3557															
1279	2462	2710	3076														
239	5091	5092															
2385	2386	5023															
2379	2385	2386															
15427	2385	2386															
4975	4976	4983															
1831	1840	8333															
12700	17758	2353	2356	2357													
15298	15340	2353	2356	2357													
12700	15339	2356	2357	4268													
12700	15018	15339	2356	2357													
3413	3439	6965															
229	2396	3560															
2396	2516	853															
1918	3557	4983															
1355	2462	5091															
1226	230	3837															
1653	3556	3838															
2799	3131	3556															
3839	3840	633															
