2364	28	5320	809																					
1691	1848	20412	2398	3026	32	3734	633																	
1691	1971	20412	2398	3734																				
1575	1579	1848	1908	211	2137	2398	2714	2962	3415	3657														
1848	211	2398	2401	838	95																			
1574	2398	2399	2962																					
1575	20412	211	2137	2398	3026	3657	3734	3737																
1076	1574	211	2333	2398	2728	3733																		
1078	2398	2965																						
1444	1575	1646	1908	2158	2398	838																		
2616	4865	5320																						
1576	1853	5320																						
1853	2319	5320																						
1075	1687	3438	872																					
1075	179	3438																						
1072	1075	263	3854																					
1075	1768	1769	1845	1846	2714	815	853																	
1075	1768	1769	2002	2316	2714	3730	853																	
1072	1075	1077	1134	1135	1136	2298	2299	2317	2396	853														
1072	1075	1077	1134	1768	1769	2298	2299	2316	2317	2319	3407	3857	853											
1073	1075	2001	2002	872																				
1075	1643	2965																						
1075	1579	1768	1769	2002	2299	2316	2714	3791																
1074	1075	1718	3834	3856																				
1074	1075	1076	1687	2145	2396																			
1073	1074	1075	1076	1077	275	3733	3834																	
1073	1075	1077	1078	1718	2396	2942	711																	
1075	2318	5																						
1074	1363	2001	2137	2193	2298	2714																		
2075	2298	3407	3438	3932																				
2295	2296	2297	2298	2299	5391																			
1076	1768	1769	2001	2193	2298	2299	2444	853																
1768	1769	1846	1956	2137	2298	2299	2444	2445	2714	853														
1768	2001	2002	2137	2193	2298	2299	2319	2445	2962	853														
1072	1136	17	2298	2299	2315	2316	2317	2737	3857	853														
1072	1135	2298	2299	2315	2316	2317	2319	2445	3407	853														
1572	2001	2002	2298	2299	3791	96																		
1956	2002	2075	2193	2298	2299	2444	2445	3407	3850	3857														
1768	1769	2137	2193	2298	2299	2445	2714	2728																
183	2298	3103																						
1508	2001	2298																						
1134	1135	2298	3326	3651	853																			
1072	17	1768	1769	1846	1956	2316	2317	2318	3791	853														
1072	1134	1135	1136	360	3730	853																		
1072	1578	3854	4	853																				
1072	1078	1687	2064																					
1072	2445	275	3850																					
1072	1134	1311	1578	1718	3854																			
1572	3325	3657	4659																					
1572	1573	1574	4659	4661																				
1690	2130	3499	3948	814																				
2130	2131	2137	2138																					
1575	1654	2130	3657																					
17	1971	2130	2193	2316	2317	2319	2445	3531	3657	3737	3857	7												
17	1971	2130	2193	2316	2319	4	853																	
1845	1971	1974	2130	2137	2193	2572	3417	3861	4919	95														
1363	1575	1845	1971	2001	211	2130	2137	2193	2334	2445	2714	2962	3657	3861	732									
1575	1845	1971	2001	211	2130	2137	2193	2334	2445	2714	2962	3415	3657	3737	3861	732								
1444	1845	1971	1974	211	2130	2137	2193	2333	2334	2714	2728	3861	732											
1363	1845	1971	2001	2130	2137	2193	2334	2962	3657	4														
1956	1971	2130	2137	2193	2315	2316	2319	2445	3407	3531	3657	3857	7	809										
1956	2130	2317	6943																					
1358	2130	2444	3324	3737																				
197	2130	2720																						
178	2130	3657	95																					
1908	1974	211	2334	3415	3417	3651	3861																	
1134	1135	1136	2001	2334	3651																			
1372	1712	1974	2334	3651																				
1074	1575	1845	1971	2137	2193	2334	3417	3861	732															
1845	1971	2137	2193	2333	2334	2714	3293	3861																
1363	1712	1908	1971	2001	2137	2193	2334																	
1712	1908	1971	1974	2137	2193	2334	3417	4919																
1372	1971	211	2137	2193	2334	2714	2962	3657	3737	732														
1956	2075	2193	2315	2316	2317	2318	2319	2334	2445	3407	3531	809												
1286	1845	1859	1956	2193	2334	2445	3531	3657	716	718														
2334	3500	3657	4920																					
1696	2334	3737	4919	95																				
1574	1974	2334	839																					
1575	1579	2002	20412	2858	3026	3730	3734	633																
1768	1769	1956	2002	2299	2315	2316	2714	3407	3657	3791	3861													
1579	2001	2075	2714	32	3657	3791																		
1073	1077	1134	1135	2001	2396	2779	3103	3834	853															
1074	1078	1845	1971	2001	2193	2299	2714	853																
1134	1135	1136	2001	2443	4913	853																		
1955	2001	2967	3798																					
2001	2333	3443	3530																					
2001	2075	2445	3850	4913																				
2001	3175	362																						
1845	2001	2052	211	32																				
1078	1845	2001	2052	2193	2444																			
2001	3325	5507																						
1955	2001	2396	3530	6950	904																			
1699	1768	1769	2001	2396																				
1078	1711	2001	2396																					
1077	2001	2396	2443	283	3103	3798	904																	
2001	2443	734																						
1076	1078	2001	2333	3530																				
1768	1769	1845	1846	2137	2714	3734	3860	3861	530	815	853													
1074	1768	1769	1845	2137	2714	3861	815	853																
1286	1768	1769	1845	1846	2539	2858	3531	3734	530															
1768	1769	1846	2317	3293	3860	3861	530	853																
1768	1769	3932	5799	6950																				
1768	1769	6949	6950																					
1286	1650	1768	1769	1845	2193	2316	2445	2490	2539	2714	3531	3734	3850	718										
1306	1768	1769	1845	2137	2714	3860	3861	530	853															
1286	1649	1768	1769	2586	2780	3795	711	718																
1768	2396	2540	2780	3795	711																			
1311	1690	1970	3932																					
1311	1699	3530	3932	904																				
1970	200	262	2643	3656	3826	3859	3932	5507																
2945	2967	3932																						
2191	3407	3932																						
1311	200	2858	3859	3932																				
1579	199	200	3730	3932																				
1286	1579	2075	2490	2539	2646	32	3730	3932																
1579	183	2075	275	2858	32	3730	3932	633																
1579	183	20412	2075	2858	32	3730	3932	633																
1311	3795	3932	4																					
1286	1649	1845	1956	1971	2193	2319	2445	2582	2586	2780	3407	3531	3850	3857	717	718	809							
1575	1845	1971	2137	2193	2299	2445	2714	2728	3657	3737	3861	732												
1286	1650	1956	1971	2193	2315	2316	2445	2714	3407	3531	3850	7	718											
1575	1971	1974	2193	2444	2963	3415																		
1444	1575	1908	1971	1974	2193	2963	838	95																
1575	1971	211	2193	2360	3657	3737	732	95																
1446	1575	1845	1971	211	2137	2714																		
1971	3731	904																						
1971	2317	282	3737	7																				
1971	1974	282	3417	4919	838	95																		
1573	1971	2963	3417	716																				
2299	2316	2317	3651	3857	3861	853																		
1050	1273	2394	3417	3861																				
20458	3861	3945																						
15319	3861	3945																						
1956	2193	2737	3835	3861	4919																			
1846	2317	2781	3860	3861	530																			
1492	203	2052	3860	3861	530																			
1492	17	2317	2737	3860	3861	530																		
1812	1814	3850	3861	3862																				
1575	1845	1846	2137	2714	3293	3734	3861	530																
17	1812	1814	1955	2316	2445	3734	3861																	
1843	1844	1845	1846	1862	4996	4997																		
1845	2193	2445	3417	4919	5484	711	716																	
1845	2193	2316	2445	2490	2539	2720	3734	3850	530	853														
1286	1650	1845	211	2192	2193	2445	2539	2780	718															
1845	1974	211	2193	2333	3417	362																		
1845	2052	2193	3417	362	3858																			
1078	1845	1974	2193	2444	3858																			
1286	1650	1845	2193	2582	2962	3734	633	717	718															
1843	1845	2193	2962																					
1845	1859	32	3531	3734	3860	732																		
107	1286	1649	1651	1812	1845	1848	2192	2490	2539	2582	2586	2720	275	2780	32	3444	5484	716	717	718				
1845	1908	2137	3415	3657	3658																			
1078	1845	2333	2444	2714	815	853																		
1286	1814	1845	1859	1862	2445	2540	2720	2780	3444	3531	3657	716	718											
1575	1646	1845	1908	1974	2137	3826	838	95																
1444	1575	1845	20412	2137	2714	3657	3734	3737	530															
1846	2299	2539	3325	3531	3657																			
1372	1579	2075	2299	2714	3657	732																		
1649	2131	2137																						
1074	1718	2137	853																					
2137	2333	2714	3293	3733																				
1134	2300	3651	853																					
1073	1134	1135	1750	3103	3324	853																		
1077	1078	1134	1135	1136	360	815	853																	
1134	1135	1136	2315	2316	2317	2333	853																	
1134	1135	1136	3293	360	853																			
1077	1078	1134	1135	1311	1955	2396	3103	3834	632	904														
1306	17	1905	3325	3791	3860																			
1306	17	2144	2317	3791	7																			
1492	17	2144	2317	3791																				
1132	17	1846	1905	3791	3860																			
1321	1683	343	3791																					
1709	1710	2159	3791	6477																				
1132	1306	2317	2781	3791	3860																			
1696	1697	2320	3791	6477																				
299	3791	3860																						
1579	183	1846	20412	2858	32	3734	633																	
1286	1372	1579	2075	211	2539	2586	2714	32	3657	718														
1372	1579	199	2075	2646	3730																			
1579	200	2191	2444	3730																				
1577	1579	1711	183	200	3730																			
1579	1848	2075	2490	2539	32	3730	633	872																
1286	1579	1650	2075	211	2366	2714	32	3730	3734	633	718													
1286	1579	2075	211	2366	2586	2714	32	3730	3734	633	718													
1579	183	2075	211	275	2858	32	3730	3734	633															
1579	200	20412	3730	4920																				
1579	2075	2539	3730	4920																				
1575	1576	1577	1578	1579																				
1749	1909	3735																						
107	1286	1649	1651	1814	1859	1909	2192	2540	2582	2586	2720	275	2780	3444	3531	3850	5484	633	716	717	718			
1909	275	5484	711	716	733																			
107	1286	1649	1650	1651	1812	1814	1859	1909	2192	2446	2540	2582	2720	275	2780	3444	3531	3850	5484	7	711	716	717	718
2731	3733	3734	3735																					
107	1286	1649	1812	1814	1859	2075	2193	2445	2490	2539	2540	2582	2586	2720	2780	3444	3531	3734	3850	5484	716	717	718	
1859	203	2193	2316	2720	3531	3657	3734	3850	530															
20412	2075	3531	3657	3734	3857	732																		
2300	2858	3026	3734																					
20412	2366	3500	3657	3734																				
1846	2400	2781	2858	3325	3734	530	633																	
1846	1905	2316	2539	3531	3734	3860	530																	
203	2316	2400	32	3734	3835	3860																		
107	183	200	20412	2858	32	3730	3734	633																
1444	1905	203	20412	2446	2720	32	3657	3734																
1286	1846	2540	2582	2586	2963	3444	3531	3734	633	717	718													
1286	1649	2400	2582	2586	2780	2963	3734	633	717	718														
183	200	2140	3734																					
1905	3325	3734	3827																					
1575	2306	3531	3533	3734																				
1846	1862	2540	2963	3444	3500	3657	530																	
1319	1856	2700	3500																					
343	3500	4864																						
3500	3850	4913																						
2700	3500	7558																						
1358	1905	2052	2781	3500	530																			
1358	205	2267	2486	3500																				
1358	263	2858	2937	2963	3282	3500																		
1358	2300	2444	3500																					
3500	5436	7884																						
17746	3500	3888																						
1497	3500	4913																						
1443	3500	885																						
1416	203	2394	2446	2715	634																			
1307	203	2446	2784	2963	3325	3531	3657	530	633	716														
1247	1358	1905	203	4865																				
1247	1358	203	24	8893																				
1273	203	2144	2394	2715																				
1247	1358	1905	203	2052																				
1859	203	2446	26	2937	4933	837																		
107	1859	203	2158	2192	2446	2720	3531	530	711															
107	1444	1859	203	2158	2301	2446	2720	633																
1444	1859	203	2158	2301	2446	2937	633																	
1247	1859	203	2720	716																				
1599	203	3417	711																					
1358	203	24	2488	2489	2781	2937																		
1247	1358	1492	203	2720																				
196	203	217	2192	2737	3444	4919	711	716																
1247	1905	203	217	634																				
203	2158	217	2939	3325	3835	4659																		
107	203	2158	217	2192	2400	2737	2784	2858	3325	3826	4659	530												
1307	196	203	217	2394	2446	3835	634																	
1307	1358	203	217	2400	2446	2784	2937	3282	3325	3835	3855	4659												
1307	1358	203	217	2446	263	2858	2937	2963	3282	3855	4659													
1905	203	217	2446	2781	3835	3860	634																	
1306	203	217	2446	26	2781																			
1358	203	217	2446	26	2781	2937	3282	837																
1905	203	2158	217	2446	2720	2784	3835	4659	530	838														
1905	196	203	217	2446	2737	3835	3855	4659																
203	217	2720	2784	3835	3946	837	838																	
1307	203	2394	2715	3417	3835	634																		
1444	16660	203	2301	263	2720																			
1358	16660	203	2394	2784	5799																			
1247	1358	1905	203	5799																				
1358	203	2267	2963	3826	4659	5799																		
3324	3325	3326	3342																					
283	3326	3656																						
1654	2395	3326	731																					
3326	3651	4	853																					
1649	1650	1651	1750	2445	2582	275	2780	3326	3531	3850	717													
1649	1650	1651	1859	1956	2192	2193	2445	2490	2582	2720	2780	3326	3531	3850	717									
17	1812	1814	2318	2737	2858	3325	3531	530	7															
1573	1812	1974	2192	2445	530																			
1358	1846	1905	2781	3859	530																			
1358	217	2400	3826	3859	530	838	95																	
1599	2700	3859	530																					
107	1859	2446	2737	3531	3835	3860	530	7																
2781	3835	3860	3948	530																				
107	1307	1575	20412	2158	2858	3531	4659	530	633															
107	1812	1814	217	2192	2446	2490	2720	3444	3531	530	711	716												
1846	1862	2583	2963	530																				
2583	2963	4659	530	5799																				
1358	1575	20412	2720	2963	4659	530	838																	
1814	1859	1862	2192	2720	2784	2963	3531	530	633	716														
1859	1862	2158	2720	2784	2963	4659	530	838																
2158	2192	2318	2400	2737	2858	2963	3325	3826	4659	530														
1974	2192	2193	2318	2737	2963	4659	530																	
1307	2446	2737	2858	2937	2963	3325	3531	530	7															
1573	1812	2192	2446	2963	3325	3531	530	5484	716															
1306	2158	2318	2446	2963	3325	4659	530	838																
2737	2937	4922	530																					
1246	1492	1846	530																					
2443	2446	2937	3657	530																				
178	2052	2317	2446	32	3835																			
178	2176	2317	2446	263	3835																			
1857	2301	2317	2446	2781																				
1814	2446	2539	2540	2720	3282	3444	3657																	
107	1286	1651	1812	1814	2192	2446	2539	2540	2737	2858	3325	3444	3531	5484	7	711	716							
1497	1812	1814	2192	2446	2539																			
1286	1812	2192	2446	2490	2539	2858	3325	3444	3855	711														
1286	1812	2192	2445	2446	2582	3444	3531	540	7	711	716	717												
2075	2444	2445	2446	3657	540																			
1359	1844	2446																						
1573	1683	217	2394	2446	2715	3835	634																	
1307	1683	217	2446	2781	2858	3282	634																	
1306	196	2394	2446	3860	4401																			
1307	1683	217	2394	2446	2858	4933	837																	
196	2300	2446	2858																					
107	1649	1650	1651	2306	2446	2540	2582	2720	275	2780	32	3531	3850	633	717	718								
2052	2446	2540	32	3850	5484	716																		
1857	2075	2446	2715	540																				
2446	2781	32	3860	4401																				
107	1814	217	2192	2446	2720	275	32	3444	633	716	837													
1857	217	2446	2858	2937	4933	837																		
1859	2446	4933	5484	716																				
1683	2052	2446	2781	32	3835																			
1574	2052	2193	2446																					
1497	1573	1683	2446	3282																				
1497	1857	2446	6943																					
1812	217	2446	2784	2858	2963	3282	3325	3855	540															
1307	2446	2718	2937	2963	3325	540	7																	
1286	1651	1812	1814	196	2192	2446	2780	2858	2963	3444	5484	711	716											
2446	2490	2715	3855	6943																				
178	1857	1905	217	2446	2937																			
1307	1358	1683	217	2446	2718	2781	2937	3282	3855															
1857	2446	2858	2937	540	7	837																		
1857	217	2446	2858	2937	540	633	837																	
1078	1311	200	2443	2444																				
2444	2645	3534																						
1358	1494	1846	2444																					
2075	2444	2445	3324	3850																				
2444	2962	2963	3293	6943																				
1575	1699	210	2643	2942	3859	5507																		
1286	1956	2075	210	2193	2315	2316	2319	2445	2539	2586	3407	3531	3657	3850	3857	718	809							
1286	1649	1651	1956	2075	210	2193	2445	2490	2539	2582	2586	2780	3407	3444	3531	3850	717	718	809					
17	1814	1956	2075	210	2193	2316	2445	3407	3531	3657	3850													
1286	1649	1814	1859	1956	2075	210	2193	2445	2539	2540	2586	2720	2780	3444	3531	3657	3850	5484	716	718				
178	210	2317	2539	32	3657																			
1444	1859	210	32	3657	633	732																		
1749	1750	210	2445	3850	718	853																		
210	4878	966																						
2075	210	3499	732																					
184	210	2443	2779																					
1752	210	2395	3023	905																				
1699	210	2395	2643	5507	884																			
1699	210	2395	2399																					
210	2967	3194	4																					
1077	210	3443	3733	966																				
1442	210	4	966																					
1859	210	275	633	634																				
1906	210	3194	905																					
1648	210	3022	3023	3655	3883																			
1648	210	3022	3655	884																				
1752	210	2333	3733																					
1286	1649	1651	210	2192	2399	2445	2582	2586	2780	3444	3850	5484	717	718										
210	3443	3444	4661																					
1647	210	2443	3443	3798																				
1444	210	3443	715																					
1133	210	2582	275																					
1687	1906	210	3730	715																				
1450	1687	210	2306																					
1073	1719	210	633																					
210	2191	2192	32	3730	633																			
1647	1649	1650	210	2306	2720	32	633																	
1036	1647	210	633																					
210	2443	3862	735																					
107	210	275	3862	735																				
1648	210	3499	3655																					
107	1651	1814	1859	210	2192	2720	3531	3850	3860	3862														
210	3532	3730	3853																					
1077	210	2193	2572	4																				
197	210	2572	2643	5507	6949																			
210	3862	529																						
107	1649	1650	1651	210	2306	2540	2582	275	2780	3531	3850	3862	4661	717	718									
107	1286	1649	1650	1651	1812	1814	1859	210	2192	2540	2582	2720	275	2780	3444	3531	3850	3862	5484	716	717	718		
107	1450	1649	1651	210	2306	2540	2582	2586	275	2780	3531	3850	717	718										
1647	210	2306	2643	3859	5507	884																		
1073	210	2783																						
1750	1752	210	6950																					
1752	210	2318	2737	3531																				
107	1286	1450	1649	1650	1651	210	2192	2445	2540	2582	275	2780	3531	3850	716	717	718							
1322	1497	210	881																					
210	2191	2728	3730	711																				
210	2191	2581	3890	711																				
1647	1648	1649	1650	210	711																			
2064	210	2192	275	711																				
107	1286	1649	1651	1812	1814	1859	210	2192	2540	2582	2586	275	2780	3444	3531	3850	4661	5484	711	716	717	718		
1286	1649	1651	1749	1750	210	2445	2540	2582	2586	275	2780	3444	3531	3850	711	717	718							
1286	1649	1650	1651	1749	1812	1814	210	2445	2490	2540	2582	275	2780	3444	3531	3850	5484	711	716	717	718			
1286	1956	2075	210	2193	2318	2319	2445	2490	2539	3407	3444	3531	3850	3857	711									
1286	1651	1812	1814	1859	1956	2075	210	2192	2193	2445	2539	2540	2737	3444	3531	3850	5484	711	716					
210	2942	3850	711																					
210	2443	2540	2713	711																				
210	343	3652	6943	881																				
210	2191	2945	885																					
210	2539	343	4710	6943																				
1286	1649	1650	1651	1814	1956	210	2192	2490	2539	2540	2720	2780	3850	6943										
1286	1372	210	2539	6943																				
1812	1814	210	2192	2539	343																			
1322	210	3324																						
1073	210	2643	2942	5507																				
210	2160	2486	3026																					
210	275	3026	3730	715																				
108	1648	210	733																					
1359	1442	2583	4913																					
1709	1710	2583	4913																					
2680	2962	2963	4913																					
15091	1696	2680	4913																					
182	24	4913	808																					
343	4913	808																						
1857	2727	4913	5791																					
1857	4913	5791	7																					
1908	2714	360	3730																					
1575	2572	2714	2728	3730																				
1306	2714	2715	853																					
1856	2680	4401																						
1856	3407	3850																						
1246	299	4401	5283																					
17814	299	5283																						
2680	299	4401	4629	4871																				
2176	299	4629	5097																					
1073	1311	2779	299	3103																				
2939	299	4659																						
2176	2360	299	807																					
1286	1649	1650	1651	1814	1859	2192	2539	2540	2720	2780	299	3444	3850	711	718									
1286	1649	1651	1814	1859	2192	2539	2540	2586	2720	2780	299	3444	3850	711	718									
1245	24	7																						
1812	3325	540	6121	7	716																			
1273	6121	7	716																					
17	1956	2193	2315	2316	2317	2318	2319	2737	3407	3531	3835	3857	7	809										
1286	1649	1956	2193	2445	2490	2539	2540	2582	2586	2780	3407	3444	3531	3850	3857	7	711	717	718					
1905	2052	2314	2781	3860	3945																			
2052	2781	2967																						
2052	2144	808																						
2052	2159	2160	3795	3945																				
3853	3854	3855	3856	3857																				
2718	2945	3855	6943																					
1307	1683	2718	3855	881																				
3103	3855	540	881																					
1046	2488	2489	3855	4919	788																			
1046	1321	3855	3949	4919																				
178	1848	3855	7633																					
1046	2488	2489	3855	4919	7633																			
178	1848	3855	3949																					
1683	1848	217	3826	3855	3946																			
1307	1358	1683	1908	217	2400	2784	2858	3826	3855															
1307	217	2267	2488	2489	2858	2963	3855	4659	540															
217	2488	2489	2715	3026	3855	3946	540	837																
217	2320	2784	2937	2963	3282	3855	4659	540																
1654	2937	3103	3855																					
1654	178	2937	3855	837																				
1358	2486	3282	3827	3855																				
1683	178	2937	3282	3827	3855																			
1358	1905	2937	3533	3827	3855																			
1905	1907	2937	3325	3827	3855																			
1046	1712	2488	2489	3855	4919																			
1573	1812	196	1974	2192	2963	3855																		
1974	2267	2963	3417	3855	711																			
11069	1683	2715	3855	5507																				
1307	1624	2267	3026	3855																				
1712	1848	1908	2267	2489	3855	4919																		
1862	2320	2784	2937	3026	3282																			
15091	2320	3282	6943																					
1857	196	2320	839																					
1321	1696	2320	2734	4710																				
2320	2539	343	3652	6943																				
2320	2490	3945																						
2320	2616	4710																						
1697	1698	2320	3026	6477																				
1857	197	2320																						
2320	4912	881																						
1857	2320	3652	3946	6943																				
1698	1862	2320	2720	2784	3946	4659																		
1443	15091	1697	1698	1862	2320	2961	3946																	
2267	2320	263	2734	3026	3946	540																		
15091	1698	2301	2320	3652	3946																			
2727	3795	3945	5791																					
3795	6943	839																						
16660	2937	3795	3946																					
1073	1077	1311	2396	2443	3795	711																		
2540	3795	711	859																					
1311	1955	2728	3795	632																				
16660	187	2076	2726	3795																				
108	1311	3795	731																					
2726	2727	2941	3795																					
1077	2443	3530	3795	3798	885																			
1311	1955	2728	3795	884																				
1286	1649	1650	1651	2540	2582	2780	3795	3862	5484	716	717	718												
2487	3795	5799																						
1575	2643	2680	2962	2963	5507	5799	633	6950																
1359	1575	1699	2643	2962	2963	3853	5507	633																
1444	1575	1908	20412	2158	2962	2963	838																	
2399	2962	2963	6949	6950																				
1359	2962	2963	6943	815																				
197	2643	2680	2962	2963	5507	6949	6950																	
1036	1359	2962	2963	3853	633																			
1359	2581	2962	2963	3890	711																			
1359	2961	2962	2963	2965																				
1444	1905	2680	2720	2963																				
1286	1650	1651	1812	1814	1859	1862	2192	2490	2540	2582	2720	2780	2963	3444	3531	716	718							
1862	2267	2963	3444	3657	4659																			
1050	1273	263	2734	2963																				
1359	1843	2267	2963																					
1574	1974	2267	2963	4659																				
1050	1307	2963	3417	716																				
1908	2962	3730	539																					
1363	1908	2962	3438																					
1286	1650	1651	2399	2445	2582	2962	717	718																
5283	6370	6943																						
1245	6015	6370	881																					
1321	6370	885																						
1443	2961	6370																						
178	515	6370																						
15091	3417	839																						
15091	1683	2159	3026	3282																				
15091	2314	3945																						
1245	1443	15091	3652	881																				
1443	15091	1696	1698	885																				
15091	1696	2488	885																					
15091	2301	2488	2489	3026	3946	540	837																	
1443	1444	15091	1697	1698	95																			
1444	15091	16660	2301	4710																				
178	1905	2680	3835	3946																				
1647	178	1905	2680	6943																				
1905	2490	2540	3945																					
1905	2145	3836																						
1905	1906	1907	1908																					
1905	197	3826	3859	4659																				
1132	1358	1905	8893																					
1905	1907	1908	95																					
1132	1358	1905	5799																					
1050	1273	2394	2715	2734	6015																			
2715	2734	3194	3533	3827	3946																			
1697	2488	2489	2715	2734	3026	3946																		
2301	263	2715	2734	3194	3946																			
1050	1273	1573	2394	2715	3417																			
1907	2715	3325	3827	4113																				
1643	2715	2781	3325																					
1573	263	2715	3194	3835																				
1683	20458	2715	3282																					
15319	1683	2715	3282																					
179	5	911																						
1577	179	911																						
1074	1577	179																						
179	6943	839																						
1446	179	182	1970																					
1446	179	1970	6950	731																				
1446	1699	179	1970	731																				
1359	1442	3293	3415																					
3293	3415	3854																						
1359	1442	1955	2581	2583	3890																			
1359	2314	275																						
1359	1839	2395	3530	904																				
1359	2395	2643	2718	2942	5507																			
1359	2360	2395	2643	2942	5507																			
1359	1578	2967																						
1359	1844	2716																						
1359	1843	1844	2725																					
1359	197	2349	2360	2643	5507																			
1359	1599	1647	2064	711																				
1359	197	2360	2643	3853	5507	633																		
1359	197	1970	2643	4858	5507	633	6950																	
1359	1578	5484	711	716																				
1359	2713	2725	631																					
1359	3733	815																						
1135	1359	1749	1750																					
1359	197	2643	2942	3859	5507	6950																		
1359	1652	1955	2443	3530	3798																			
1359	1652	2443	3530	3731																				
1359	1652	2965	715																					
1359	1652	178	715																					
1359	1575	812																						
1359	2138	2725	3177	711	715																			
1359	1575	1576	2643	5507	6950																			
1359	2965	3853	715	94																				
1359	1686	1839	2725	715																				
1359	1750	2733																						
1359	1843	3957																						
1359	1955	4920																						
1359	178	3342	3834																					
1359	1647	2443	3859	711	715																			
1311	1359	2267	711	715																				
1311	1359	1686	1839	3853	715																			
1311	1359	1578	3443	3530																				
1311	1359	1442	1955	3530	3890																			
1135	1311	1359	1955	3834	3853																			
1359	2487	2965																						
1036	1359	1686	1839	3853																				
1359	1955	2443	2581	3890	904																			
1450	4425	7507																						
2680	3966	4425	4864																					
263	4425	540																						
2360	4425	5097																						
1321	1683	1688	3417	881																				
1683	1684	1685																						
1683	2961	634																						
1307	1683	2394	3417	4919	4933																			
1321	1683	275	881																					
1683	182	2306	3827	3946																				
1358	1683	1858	3324																					
1358	1683	1858	1908	95																				
1358	1683	2937	3324	3533	3827																			
1696	1697	1848	3946	95																				
3533	3827	3946	3966																					
1245	1696	1697	1698	3946	4710	5282																		
12978	1306	3946	5282																					
12978	1306	263	3946	540																				
16678	3945	3946																						
3194	3533	3946	732	95																				
2488	2489	2734	3946	812																				
1696	1862	2734	3533	3946																				
16660	2267	2488	2489	2734	3946																			
1306	2301	2488	2784	3026	3835	3946																		
1862	2784	2937	3827	3946																				
1698	2158	2720	2784	3284	3946																			
1698	1709	2784	3946	5282																				
1907	2306	3533	3827	3946																				
1696	1697	1698	1709	3284	3652	3946																		
1857	2490	808																						
16660	1857	2144	2726																					
1416	1857	196	2858	859																				
1857	2301	5403	837																					
1416	1857	2301	4710																					
1497	6949	839																						
837	838	839																						
1709	343	839																						
1906	3854	6949																						
3836	3854	3856	715																					
1311	2401	3022	3023	3655	3656	3854																		
1311	1718	2401	3022	3655	3656	3854	3859																	
108	1311	3854	4858																					
1311	1718	2572	2728	3834	3854																			
2940	3282	5103																						
1307	217	263	3282	4919	540	837	838																	
